Domain Code,Domain,Area Code (FAO),Code,Area,Element Code,Element,Item Code,Year,Unit,Wheat and products,Rice and products,Barley and poducts,Apples and products,"Aquatic Animals, Others",Aquatic Plants,Bananas,Beer,"Beverages, Alcoholic","Beverages, Fermented",Bovine Meat,"Butter, Ghee",Cephalopods,"Cereals, Other","Citrus, Other",Cloves,Cocoa Beans and products,Coconuts - Incl Copra,Coffee and products,Cream,Crustaceans,Dates,Demersal Fish,Eggs,"Fats, Animals, Raw","Fish, Body Oil","Fish, Liver Oil",Freshwater Fish,"Fruits, Other",Grapefruit and products,Grapes and products (excl wine),Groundnut Oil,Groundnuts,Honey,"Lemons, Limes and products",Maize Germ Oil,"Marine Fish, Other","Meat, Other",Milk - Excluding Butter,"Molluscs, Other",Mutton & Goat Meat,Nuts and products,Oats,"Offals, Edible","Oilcrops Oil, Other",Olive Oil,Olives (including preserved),Onions,"Oranges, Mandarines",Pelagic Fish,Pepper,Pigmeat,Pimento,Plantains,Potatoes and products,Poultry Meat,"Pulses, Other and products",Rape and Mustardseed,Soyabean Oil,Soyabeans,"Spices, Other",Sugar (Raw Equivalent),Sunflowerseed Oil,"Sweeteners, Other",Tea (including mate),Tomatoes and products,"Vegetables, Other",Wine
FBS,Food Balances (2014-),256,LUX,Luxembourg,645,Food supply quantity (kg/capita/yr),2511,2018,kg,105.06,4.53,1.73,14.3,0.1,0,9.01,81.63,13.02,0.83,25.16,2.44,1.02,1.52,0.4,0,0,0.14,25.05,13.56,4.82,0.14,8.46,16.53,2.21,0,0,8.02,32.46,0.58,1.9,0.37,0.84,0.5,2.62,0.52,1.11,1.82,99.27,3.57,1.31,0.49,1.62,2.06,3.39,2.48,2.05,4.96,22.42,4.5,0.1,34.41,0.04,1.34,32.14,18.96,0.61,1,0.52,0.1,1.04,11.17,1.98,151.28,0.59,16.77,70.98,55.07
FBS,Food Balances (2014-),134,MLT,Malta,645,Food supply quantity (kg/capita/yr),2511,2014,kg,123.81,4.63,0.01,10.75,0.02,0,11.04,39.92,4.93,1.01,22.3,0.96,1.86,0.6,0.29,0,0,0.2,2.49,0.23,1.9,0.34,2.69,11.7,3.72,0,0,4.07,15,0.43,3.08,0,1.44,0.26,1.86,0.16,1.29,5.37,104.55,3.88,1.4,3.46,1.73,1.6,4.13,1.42,2.58,15.32,17.36,17.32,0.13,34.5,0.05,0.04,44.89,25.34,2.18,0,2.36,0.12,0.35,50.7,1.5,33.25,2.49,40.24,149.63,19.17
FBS,Food Balances (2014-),134,MLT,Malta,645,Food supply quantity (kg/capita/yr),2511,2015,kg,129.16,4.75,0,10.66,0.01,0,13.68,41.04,3.96,1.07,17.01,0.87,1.58,0.55,0.29,0,0,0.2,2.38,0.57,1.76,0.41,3.71,10.9,3.67,0,0,4.92,21.59,0.51,3.44,0,1.37,0.27,2.17,0.16,1.83,5.36,96.32,2.83,1.41,2.34,1.58,1.45,3.89,1.42,2.57,16.27,19.57,15.88,0.13,28.39,0.04,0.02,42.38,25.41,2.15,0,2.37,0.12,0.36,50.92,1.51,38.99,2.59,39.86,152.5,20.62
FBS,Food Balances (2014-),134,MLT,Malta,645,Food supply quantity (kg/capita/yr),2511,2016,kg,124.31,4.7,0,10.88,0.03,0,18.33,42.07,4.39,1.12,17.2,1,2.25,0.59,0.26,0,0,0.22,2.43,0.36,5.03,0.69,3.88,10.88,3.65,0,0,5.02,21.04,0.6,2.93,0,1.63,0.28,2.32,0.17,1.28,5.42,105.58,3.01,1.46,2.1,0.51,1.51,3.92,1.43,2.58,16.25,20.2,12.72,0.14,26.78,0.03,0.02,34.99,25.85,2.09,0,2.39,0.12,0.37,50.86,1.52,32.34,2.26,40.11,148.42,18.35
FBS,Food Balances (2014-),134,MLT,Malta,645,Food supply quantity (kg/capita/yr),2511,2017,kg,129.21,4.78,0,10.92,0.02,0,20.66,43.3,4.31,1.19,18.76,1.29,2.49,0.61,0.5,0,0,0.21,2.52,0.34,1.36,0.54,4.26,12.39,3.67,0,0,4.76,21.7,0.58,2.87,0,1.69,0.29,2.46,0.17,1.61,5.62,106.88,3.84,1.44,2.2,1.01,1.28,4.96,1.44,2.57,16.64,20.13,14.35,0.14,28.11,0.05,0.03,36.23,27.17,1.98,0,2.4,0.12,0.39,42.43,1.53,45.44,1.22,38.7,147.91,20.49
FBS,Food Balances (2014-),134,MLT,Malta,645,Food supply quantity (kg/capita/yr),2511,2018,kg,135.35,4.75,0,9.93,0.02,0,19.26,45.15,5.36,1.29,18.46,1.06,2.49,0.67,0.73,0,0,0.21,2.65,0.42,1.36,0.46,4.25,12.01,3.72,0,0,4.75,21.4,0.5,2.88,0.01,1.51,0.3,2.47,0.22,1.61,5.65,109.9,3.83,1.4,2.03,1.87,1.3,3.98,1.45,2.58,17.05,20.43,14.32,0.15,25.79,0.06,0.05,28.89,26.57,2.02,0,2.42,0.12,0.53,39.11,1.54,47.14,1,37.12,145.16,17.57
FBS,Food Balances (2014-),150,NLD,Netherlands,645,Food supply quantity (kg/capita/yr),2511,2014,kg,70.08,3.27,0.71,27.69,0.17,0,7.38,67.27,3.14,0.31,16.31,2.88,0.07,5.1,0.84,0.04,0,0.5,3.4,0.06,2.95,0.03,6.96,18.85,3.08,0,0,2.41,19.1,2.77,7.68,2.01,2.17,0.57,2.37,0.15,0.01,3.83,225.42,3.72,0.99,2.7,1.28,0.78,5.53,0.83,0.45,0,19.85,4.95,0.23,29.99,0.3,0.9,91.22,19.79,0.27,0,4.46,0,0.86,42.09,0.3,1.13,0.91,10.08,47.03,20.98
FBS,Food Balances (2014-),150,NLD,Netherlands,645,Food supply quantity (kg/capita/yr),2511,2015,kg,68.21,3.9,0.87,27.87,0.07,0,12.25,67.61,2.23,0.32,16.02,3.19,0.14,5.77,0.78,0.03,0.23,0.54,3.23,0.1,2.8,0.09,8.76,20.67,4.33,0.01,0,2.16,21.72,2.7,6.41,2.04,0.14,0.57,2.9,0.15,0,3.52,253.89,1.81,0.99,3.14,0.98,0.56,5.54,0.83,0.45,4.82,18.22,2.74,0.21,27.78,0.3,2.74,90.73,22.1,0.45,0,4.78,0.1,0.86,42.26,0.3,2.71,0.79,9.27,49.43,21.4
FBS,Food Balances (2014-),150,NLD,Netherlands,645,Food supply quantity (kg/capita/yr),2511,2016,kg,66.96,4.04,1.85,28.05,0,0,13.56,67.95,2.2,0.35,16.04,4.24,0.14,5.76,0.8,0.01,0.25,0.5,1.92,0.08,3.25,0.11,7.98,22.43,4.18,0,0,2.07,19.64,2.68,5.18,2.04,0.31,0.57,2.53,0.15,0,3.25,354.07,1.25,1,2.74,1.25,0.73,3.2,0.83,0.35,2.35,19.33,3.4,0.19,27.84,0.3,2.44,90.38,21.34,0.45,0,4.92,0.76,0.84,40.9,0.3,3.09,0.77,11.02,52.95,20.31
FBS,Food Balances (2014-),150,NLD,Netherlands,645,Food supply quantity (kg/capita/yr),2511,2017,kg,68.22,4.32,5.78,28.32,0.01,0,11.39,68.44,2.61,0.33,15.84,3.89,0.22,6.81,0.7,0.01,0.22,0.25,2.54,0.04,3.05,0.13,6.29,19.91,3.42,0.01,0,0.99,15.3,3.72,8.73,2.05,1.74,0.57,1.37,0.15,0,1.24,269.02,1.51,1.01,3,2.27,0.84,4.28,0.84,0.35,3.34,15.58,6.94,0.18,30.35,0.3,2.68,89.69,16.05,0.45,0,4.49,1.01,0.72,41.97,0.3,3.16,0.63,8.57,52.27,21.16
FBS,Food Balances (2014-),150,NLD,Netherlands,645,Food supply quantity (kg/capita/yr),2511,2018,kg,68.42,4.57,1.78,28.48,0.01,0,13.61,68.75,2.53,0.64,16.8,4.86,0.22,6.77,0.44,0,0.03,0.27,3.9,1.06,3.04,0.28,6.27,17.6,3.58,0.01,0,0.98,17.94,4.59,4.7,2.06,0.7,0.57,2.7,1.41,0,2.29,266.14,1.5,1.02,2.58,1.99,0.77,5.79,0.84,0.35,0,11.26,6.93,0.31,35.96,0.18,2.46,70.06,13.11,0.45,0,4.5,1.58,0.79,33.93,0.3,1.9,0.65,9.48,48.56,20.25
FBS,Food Balances (2014-),173,POL,Poland,645,Food supply quantity (kg/capita/yr),2511,2014,kg,110.25,1.15,6.4,11.37,0,0,2.37,99.62,4.53,8.26,0.27,3.86,0.01,2.22,0.06,0,0,0.2,1.33,5.88,0.12,0.04,4.31,7.9,0.67,0,0.01,2.33,20.64,1.05,2.75,0,0.59,0.12,2.11,0.02,0,0.1,167.32,0.07,0.03,0.89,1.61,0.4,0.35,0.26,0.3,14.33,8.47,4.24,0.13,50.93,0.12,0.15,103.01,27.54,0.07,0,0.91,0.06,0.09,43.9,1.69,0.76,0.44,22.03,84.38,2.89
FBS,Food Balances (2014-),173,POL,Poland,645,Food supply quantity (kg/capita/yr),2511,2015,kg,103.48,1.36,6.19,18.93,0,0,2.35,100.71,4.62,8.42,0.39,3.72,0.01,1.78,0.06,0,0,0.21,1.18,6.48,0.12,0.06,4.07,7.21,0.81,0,0.01,1.76,19.84,1.22,2.86,0,0.59,0.12,2.46,0,0,0.09,167.41,0.12,0.03,0.92,1.71,0.35,0.35,0.23,0.31,11.44,8.9,4.06,0.11,54.25,0.11,1.35,99.5,30.65,0.07,0,0.91,0.07,0.1,40.08,1.7,0.67,0.4,21.92,71.93,2.99
FBS,Food Balances (2014-),173,POL,Poland,645,Food supply quantity (kg/capita/yr),2511,2016,kg,99.76,1.67,6.65,13.35,0,0,2.11,102.01,4.69,8.54,0.45,3.62,0.01,2.77,0.06,0,0,0.2,1.97,7.19,0.12,0.07,4.44,7.35,0.92,0,0.01,1.65,22.61,1.29,2.91,0,0.63,0.12,2.48,0,0,0.09,167.17,0.12,0.03,0.96,1.65,0.33,0.35,0.2,0.33,13.69,9.25,6.15,0.12,54.19,0.11,1.46,102.04,33.79,0.05,0,0.92,0.08,0.11,44.52,1.71,0.9,0.42,23.69,84.22,3.09
FBS,Food Balances (2014-),173,POL,Poland,645,Food supply quantity (kg/capita/yr),2511,2017,kg,108.7,1.61,6.86,11.64,0,0,3.06,99.85,4.8,8.75,0.19,3.35,0.03,2.77,0.06,0,0,0.21,2.3,6.92,0.17,0.09,4.34,6.54,1.12,0,0.01,1.5,19.62,1.19,3.35,0,0.76,0.12,2.97,0,0,0.1,165.35,0.13,0.03,0.86,1.9,0.3,0.36,0.19,0.32,13.41,8.98,6.24,0.12,54.81,0.12,0.79,102.15,33.53,0.08,0,0.92,0.08,0.13,44.98,1.87,0.9,0.46,24.6,88.51,3.27
FBS,Food Balances (2014-),173,POL,Poland,645,Food supply quantity (kg/capita/yr),2511,2018,kg,106.64,1.77,6.29,20.24,0,0,2.96,101.54,4.92,8.97,0.27,3.33,0.03,2.51,0.12,0,0,0.21,2.3,7.48,0.18,0.09,4.34,9.26,0.98,0,0.01,1.51,28.91,1.32,3.19,0,0.84,0.12,3.03,0,0,0.11,169.75,0.13,0.03,1.25,1.92,0.34,0.53,0.21,0.3,10.66,9.95,6.25,0.14,57.61,0.13,0.59,99.46,30.46,0.15,0,0.92,0.08,0.22,45.11,1.72,1.07,0.45,25.91,81.97,3.53
FBS,Food Balances (2014-),174,PRT,Portugal,645,Food supply quantity (kg/capita/yr),2511,2014,kg,91.09,21.22,2.77,23.57,0,0,12.38,47.58,9.28,0.43,16.97,2.28,1.95,0.36,0.46,0,0,0.22,5.03,1.77,2.56,0.04,31.36,8.59,3.48,0.03,0.03,4.12,26,0.02,1.12,0.06,0.21,0.76,2.12,0.72,1.57,1.39,126.52,5.37,2.05,2.84,1.38,3.85,0.13,6.23,1.31,15.93,35.06,6.24,0.03,40.15,0.06,0.33,65.03,30.08,1.36,0,3.82,0.02,0.11,23.33,4.36,12.75,0.14,46.31,80.87,40.76
FBS,Food Balances (2014-),174,PRT,Portugal,645,Food supply quantity (kg/capita/yr),2511,2015,kg,88.07,22.87,3.18,23.97,0,0,14.09,47.9,9.19,0.44,16.96,2.14,2.03,0.36,0.47,0,0,0.2,5.12,2.08,2.2,0.04,31.53,9.96,4.18,0.04,0.05,3.75,22.73,0.01,1.14,0.06,0.26,0.78,1.76,0.72,1.63,1.36,129.56,4.72,2.25,3.12,1.24,4.55,0.14,6.34,1.32,16.01,32.39,6.79,0.03,39.84,0.06,0.05,64.61,29.86,1.37,0,3.84,0.02,0.11,24.05,4.38,13.14,0.15,81.59,70.82,40.67
FBS,Food Balances (2014-),174,PRT,Portugal,645,Food supply quantity (kg/capita/yr),2511,2016,kg,86.5,20.78,3.24,24.12,0,0,15.77,48.17,9.14,0.44,17.26,2.11,3.46,0.36,0.48,0,0,0.2,5.2,1.45,2.93,0.04,33.43,9.05,3.96,0.04,0.06,3.58,29.2,0.01,1.14,0.07,0.34,0.79,1.71,0.73,2.4,1.57,133.6,3.89,2.32,3.37,1.68,4.36,0.12,5.97,1.32,16.57,39.25,7.67,0.03,38.25,0.06,0.09,64.31,30.22,1.32,0,3.65,0.02,0.11,24.14,4.4,15.34,0.14,63.65,77.48,40.59
FBS,Food Balances (2014-),174,PRT,Portugal,645,Food supply quantity (kg/capita/yr),2511,2017,kg,88.77,19.36,3.74,23.86,0.01,0,16.39,48.35,9.05,0.44,17.77,2.33,4.7,0.37,0.41,0,0,0.23,5.25,2,3.62,0.05,31.34,9.77,3.74,0.04,0.04,3.36,36.23,0.02,1.14,0.07,0.37,0.8,2.44,0.73,2.13,1.41,131.6,3.97,2.35,4.97,1.42,4.12,0.13,6.13,1.33,16.85,42.92,7.72,0.03,38.88,0.06,0.01,64.13,30.58,1.32,0,2.94,0.02,0.26,24.18,4.41,11.06,0.34,64.95,74.66,40.54
FBS,Food Balances (2014-),174,PRT,Portugal,645,Food supply quantity (kg/capita/yr),2511,2018,kg,90.67,18.84,3.78,24.94,0.01,0,16.77,49.77,8.64,0.46,18.6,2.44,4.72,0.36,0.4,0,0,0.23,5.68,2.18,3.63,0.09,31.44,10.58,3.83,0.04,0.04,3.37,36.25,0.03,1.43,0.07,0.29,0.86,2.31,0.74,2.13,1.26,140.01,3.98,2.42,4.37,1.89,4.56,0.13,6.43,2.38,17.95,44.3,7.74,0.04,40.76,0.07,0,62.23,31.64,1.28,0,3.24,0.02,0.37,24.23,4.5,12.55,0.33,30.16,71.67,42.55
FBS,Food Balances (2014-),183,ROU,Romania,645,Food supply quantity (kg/capita/yr),2511,2014,kg,127.66,4.72,1.37,23.96,0,0,3,87.92,1.51,0.14,6.71,0.85,0.05,1.05,0.17,0,0,0.05,2.37,2.94,0.08,0.05,0.69,14.6,4.86,0,0,2.04,31.65,1.65,10.76,0,0.38,0.6,1.93,0.1,0.31,0.84,215.42,0.23,3.65,0.92,0.19,3.84,2.62,0.27,1.24,20.75,6.78,3.21,0.08,31.27,2.44,1.76,102.58,18.26,0.08,0,0.7,0.01,0.28,24.35,9.87,2.05,0.12,43.05,128.7,22.69
FBS,Food Balances (2014-),183,ROU,Romania,645,Food supply quantity (kg/capita/yr),2511,2015,kg,129.07,4.44,1.38,24.49,0.01,0,3.92,88.58,1.54,0.14,7.2,1.03,0.05,0.99,0.11,0,0,0.06,2.48,0.17,0.11,0.06,0.63,14.34,4.92,0,0,1.86,30.78,0.48,10.76,0,0.47,0.8,2.43,0.05,0.38,0.76,231.85,0.33,3.73,1.37,0.17,3.8,2.64,0.24,1.26,20.27,6.96,3.72,0.08,33.93,2.44,3.42,100.2,20.4,0.09,0,0.7,0.01,0.26,24.77,9.95,2.33,0.12,43.94,126.58,21.42
FBS,Food Balances (2014-),183,ROU,Romania,645,Food supply quantity (kg/capita/yr),2511,2016,kg,126.84,4.77,0.71,25.14,0.01,0,4.93,89.72,1.57,0.14,6.55,1.14,0.07,1.13,0.08,0,0,0.06,2.61,0.28,0.14,0.07,0.72,14.15,5.14,0,0,2.09,33.24,0.41,9.79,0,0.44,0.77,2.6,0.05,0.3,0.5,234.14,0.4,3.83,1.48,0.22,3.76,2.67,0.24,1.23,18.98,7.81,3.72,0.08,35.74,2.44,3.77,97.51,21.6,0.09,0,0.71,0.01,0.26,25.29,10.06,3.12,0.13,41.69,119.59,18.15
FBS,Food Balances (2014-),183,ROU,Romania,645,Food supply quantity (kg/capita/yr),2511,2017,kg,126.33,4.45,0.62,24.39,0,0,6.41,90.95,1.62,0.44,5.31,1.15,0.09,0.88,0.05,0,0,0.06,2.81,0.31,0.19,0.05,0.9,13.6,5.24,0,0,2.2,32.54,0.48,13.54,0,0.49,0.85,2.95,0.04,0.31,0.37,232.01,0.5,3.97,2.27,0.2,3.5,2.7,0.23,1.22,20.13,6.95,3.95,0.08,35.29,2.44,3.62,98.74,22.93,0.09,0,0.81,0.01,0.16,25.73,10.18,3.12,0.13,43.86,129.86,18.01
FBS,Food Balances (2014-),183,ROU,Romania,645,Food supply quantity (kg/capita/yr),2511,2018,kg,128.48,4.88,1.35,23.9,0,0,7.66,92.12,1.65,0.57,5.19,1.18,0.09,0.97,0.04,0,0,0.07,2.97,0.25,0.19,0.05,0.91,12.77,5.34,0,0,2.22,38.24,0.44,14.37,0,0.53,0.87,3.01,0.19,0.31,0.39,236.24,0.5,3.95,2.5,0.26,3.27,2.41,0.27,1.22,21.93,7.32,3.98,0.08,35.99,2.44,3.07,97.7,19.31,0.09,0,0.82,0.01,0.16,25.43,10.25,2.69,0.12,48.56,137.5,12.26
FBS,Food Balances (2014-),199,SVK,Slovakia,645,Food supply quantity (kg/capita/yr),2511,2014,kg,109.43,2.41,1.9,9.44,0,0,5.76,71.54,5.89,1.89,5.16,2.54,0.01,0.96,0.15,0,0,0.12,3.12,2.07,0.05,0.16,3.34,11.54,3.2,0,0,1.93,6.84,1.07,4.86,0.04,1.32,0.86,2.43,0.52,0.35,1.56,147.78,0.03,0.13,1.59,1.84,1.2,0,0.28,0.4,7.16,9.62,2.74,0.1,29.15,0.29,2.44,50.19,13.58,0.45,1,1.4,0.06,0.29,22.66,3.21,29.94,0.12,9.87,46.34,6.1
FBS,Food Balances (2014-),199,SVK,Slovakia,645,Food supply quantity (kg/capita/yr),2511,2015,kg,94.65,2.47,1.66,9.34,0,0,7.97,72.33,5.93,1.9,5.2,2.95,0.01,0.93,0.15,0,0,0.15,3.02,2.68,0.05,0.07,3.73,10.66,3.09,0,0,2.07,6.51,1.04,8.99,0.04,1.51,0.86,2.8,0.52,0.43,1.71,142.51,0.04,0.15,1.14,1.75,2.25,0.2,0.29,0.4,5.29,10.15,3.12,0.1,28.78,0.19,1.56,50.34,11.85,0.47,1,1.4,0.06,0.31,21.28,3.32,35.72,0.15,10.13,44.55,6.07
FBS,Food Balances (2014-),199,SVK,Slovakia,645,Food supply quantity (kg/capita/yr),2511,2016,kg,88.82,2.51,1.56,9.61,0,0,7.72,72.79,5.97,0.36,5.36,3.39,0.01,1.03,0.14,0,0,0.16,3.33,2.92,0.05,0.12,3.55,11.86,3.01,0,0,2.21,6.91,1.06,6.46,0.04,1.12,0.86,2.8,0.53,0.38,1.21,172.65,0.07,0.13,1.95,1.72,2,0.61,0.29,0.39,8.55,10.3,2.85,0.09,36.02,0.15,1.53,50.52,13.92,0.4,1,1.41,0.06,0.32,28.36,2.79,52.88,0.15,9.63,50.47,6.05
FBS,Food Balances (2014-),199,SVK,Slovakia,645,Food supply quantity (kg/capita/yr),2511,2017,kg,77.3,2.45,1.68,8.49,0,0,8.85,73.17,6,0.13,5.83,3.4,0.01,1.08,0.21,0,0,0.15,3.27,3.52,0.07,0.11,3.88,13.06,3.55,0,0,2.49,7.96,0.85,8.09,0.04,1.17,0.86,2.92,0.53,0.53,1.92,166.55,0.05,0.14,1.54,1.99,3.26,0.7,0.29,0.4,4.61,8.33,2.66,0.1,36.45,0.15,1.73,68.8,13.93,0.51,1,1.41,0.06,0.33,21.85,3.06,64.6,0.18,9.62,48.76,6.04
FBS,Food Balances (2014-),199,SVK,Slovakia,645,Food supply quantity (kg/capita/yr),2511,2018,kg,93.45,2.38,1.81,7.23,0,0,8.63,73.69,6.04,0.2,5.82,3.06,0.01,1.1,0.17,0,0,0.15,3.39,3.78,0.07,0.1,3.88,12.67,3.28,0,0,2.49,8.04,1.04,10.42,0.05,1.03,0.86,2.73,0.53,0.53,1.61,166.99,0.05,0.11,1.5,2.06,1.25,1.1,0.29,0.4,5.96,12.3,2.66,0.07,35.67,0.18,1.71,50.79,14.15,0.41,1,1.42,0.06,0.33,24.23,3.25,58.24,0.2,9.09,48.97,6.12
FBS,Food Balances (2014-),198,SVN,Slovenia,645,Food supply quantity (kg/capita/yr),2511,2014,kg,100.31,3.84,2.59,33.81,0.05,0,12.89,77.85,2.02,0.76,17.07,1.86,1.66,2.03,0.17,0,0,0.15,4.5,11.5,0.47,0.05,2.46,9.05,1.47,0.01,0,2.39,15.18,0.36,38.18,0.05,0.75,1.05,0.43,0.57,0.51,0.28,136.4,0.8,0.86,1.92,0.43,3.66,0.12,0.9,0.49,8.05,9.24,2.83,0.08,29.48,0.75,0,48.51,24.09,0.07,0,2.78,0.65,0.29,18.9,3.41,26.31,0.13,7.75,62.72,9.66
FBS,Food Balances (2014-),198,SVN,Slovenia,645,Food supply quantity (kg/capita/yr),2511,2015,kg,102.18,3.42,2.43,33.14,0.05,0,12.6,76.89,2.03,0.77,17.92,2.09,1.44,1.33,0.18,0,0,0.17,4.54,11.4,0.47,0.11,2.64,8.63,1.45,0.01,0,2.52,18.41,0.37,35.84,0.05,0.84,1.18,0.98,0.57,0.6,0.25,136.84,0.92,0.86,1.74,0.48,3.92,0.11,0.91,0.49,8.07,8.87,2.62,0.08,27.68,0.76,0.02,45,23.76,0.07,0,2.57,0.64,0.29,21.76,3.42,26.42,0.13,8.65,70.64,9.77
FBS,Food Balances (2014-),198,SVN,Slovenia,645,Food supply quantity (kg/capita/yr),2511,2016,kg,105.01,3.32,2.43,28.44,0.08,0,13.35,78.23,2.05,0.77,17.99,2.24,1.42,0.89,0.16,0,0,0.17,4.59,11.43,0.54,0.14,2.61,9.7,1.64,0.01,0,2.36,20.4,0.5,28.74,0.04,0.95,1.16,2.38,0.7,0.77,0.25,136.07,1.05,0.87,1.79,0.63,3.66,0.11,0.91,0.49,9.48,10.84,2.61,0.08,29.98,0.76,0.41,44.67,23.87,0.06,0,3.07,0.51,0.27,17.81,3.43,26.57,0.11,8.36,74.3,9.83
FBS,Food Balances (2014-),198,SVN,Slovenia,645,Food supply quantity (kg/capita/yr),2511,2017,kg,102.07,3.4,2.27,32.7,0.01,0,11.89,72.71,2.08,1.02,17.37,2.29,1.5,1.74,0.44,0,0,0.17,4.67,10.74,0.56,0.24,2.62,9.85,1.78,0,0,2.29,14.84,0.5,27.93,0.05,0.83,1,2.64,1.02,0.62,0.34,140.28,1.08,0.86,1.95,0.73,3.23,0.22,0.91,0.49,8.27,8.52,3.29,0.09,30.59,0.71,0.48,45.93,23.98,0.06,0,3.02,0.03,0.27,23.36,3.45,26.82,0.13,10.01,72.13,9.92
FBS,Food Balances (2014-),198,SVN,Slovenia,645,Food supply quantity (kg/capita/yr),2511,2018,kg,100.28,3.37,2.29,33.17,0.01,0,13.71,56.68,2.11,0.79,14.41,2.38,1.5,2.8,0.34,0,0,0.16,4.75,10.32,0.56,0.14,2.62,9.61,0.08,0,0,2.29,17.78,0.34,50.12,0.05,0.86,0.64,3.36,1.52,0.62,0.42,138.58,1.08,0.89,2.32,0.67,2.93,0.22,0.92,0.49,7.48,8.31,3.28,0.09,29.78,0.73,0.22,40.38,24.06,0.06,0,2.14,0.4,0.24,24.1,3.46,20.29,0.13,9.16,72.65,10
FBS,Food Balances (2014-),203,ESP,Spain,645,Food supply quantity (kg/capita/yr),2511,2014,kg,98.93,11.55,0.13,10.33,0.03,0,5.13,74.42,2.13,0.68,11.15,0.88,2.86,0.09,0.66,0,0,0.08,3.7,2.01,3.65,0.22,14.19,14.11,1.93,0,0,4.04,19.17,0.6,4.95,0.01,1.27,0.7,5.72,0.58,1.38,1.73,144.84,9.06,2.37,5.88,0.51,4.46,1.81,10.88,0,19.58,30.05,8.88,0.05,50.81,0,0.35,58.78,28.91,3.18,0,1.57,0.05,0.1,30.74,11.42,1.81,0.1,58.12,51.24,20.96
FBS,Food Balances (2014-),203,ESP,Spain,645,Food supply quantity (kg/capita/yr),2511,2015,kg,97.89,11.93,0.47,9.71,0.03,0,6.36,74.95,2.14,0.68,11.2,1.02,2.66,0.1,0.63,0,0,0.08,3.83,1.77,3.47,0.19,13.58,13.79,2.1,0,0,3.85,26.04,0.02,0.9,0.01,1.41,0.71,3.4,0.71,1.38,1.62,151.3,8.68,2.34,5.35,0.56,4.45,1.82,10.86,0.73,16.94,13.62,9.97,0.05,53.11,0,0.04,56.88,29.36,3.11,0,3.05,0.05,0.1,30.73,11.25,1.82,0.1,54.42,54.15,21.05
FBS,Food Balances (2014-),203,ESP,Spain,645,Food supply quantity (kg/capita/yr),2511,2016,kg,97.54,12.21,0.7,10.83,0.02,0,6.94,75.44,2.15,0.68,11.56,1.05,2.37,0.11,0.84,0,0,0.17,3.96,1.27,3.42,0.19,13.29,14.69,2.02,0,0,3.53,24.37,0.05,4.64,0.01,1.33,0.65,5.72,0.45,1.24,1.54,160.25,8.16,2.16,7.14,0.54,3.8,1.84,10.82,2,20.44,40.29,10.43,0.02,52.39,0,0,58.24,29.94,3.15,1,3.26,0.05,0.14,31.57,11.47,1.27,0.1,60.2,56.41,21.14
FBS,Food Balances (2014-),203,ESP,Spain,645,Food supply quantity (kg/capita/yr),2511,2017,kg,96.7,11.72,0.61,8.68,0.02,0,6.74,75.84,2.15,0.68,11.52,1.2,1.69,0.11,0.64,0,0,0.19,4.06,1.45,3.49,0.22,12.97,14.51,1.1,0,0,2.88,28.45,0.39,11.9,0.01,1.44,0.74,3.36,0.84,0.81,1.56,157.85,9.18,2.07,7.65,0.43,2.65,1.86,11.01,1.98,18.83,34.89,11.44,0.02,53.57,0.04,0,57.98,30.34,3.59,0,3.24,0.05,0.13,31.89,12.18,0.34,0.11,57.72,61.17,21.16
FBS,Food Balances (2014-),203,ESP,Spain,645,Food supply quantity (kg/capita/yr),2511,2018,kg,98.92,12.91,0.67,9.29,0.02,0,7.19,76.12,2.16,0.69,12.27,1.26,1.68,0.1,0.88,0,0,0.19,4.14,1.93,3.49,0.23,12.96,14.27,0.81,0,0,2.88,24.16,0.22,1.15,0.01,1.41,0.74,6.73,0.68,0.81,1.63,156.82,9.17,2.08,8.59,0.5,2.86,1.87,11.23,2.98,18.56,39.93,11.43,0.04,52.34,0,0.36,55.99,30.48,3.6,0,3.21,0.05,0.12,32.12,12.12,0.36,0.11,47.97,58.24,24.09
FBS,Food Balances (2014-),210,SWE,Sweden,645,Food supply quantity (kg/capita/yr),2511,2014,kg,80.48,6.14,1.6,8.59,0,0,8.07,55.2,3.44,0.17,23.42,6.71,0.07,0.23,0.65,0.01,0,0.19,9.8,12.13,8.13,0.23,10.08,13.05,0.8,0,0,10.85,18.21,1.04,2.86,0.01,1.13,0.8,2.4,0.08,0.57,1.67,182.5,0.81,1.37,2.03,0.94,0.37,1.56,0.89,1.08,8.35,21.27,4.54,0.17,32.64,0.17,0.13,54.42,16.42,0.32,0,0.23,0.36,0.57,36.8,2.5,13,0.39,15.73,64.8,20.84
FBS,Food Balances (2014-),210,SWE,Sweden,645,Food supply quantity (kg/capita/yr),2511,2015,kg,79.61,6.11,1.66,8.78,0.01,0,7.87,55.42,3.59,0,24.56,7.32,0.07,0.22,0.61,0.01,0,0.19,9.87,13.16,7.3,0.25,10.03,13.04,0.88,0,0,10.37,18.56,0.94,2.91,0.01,1.08,0.81,2.69,0.06,0.54,1.68,179.87,0.72,1.39,2.04,1.29,0.36,1.56,0.89,1.21,8.85,21.15,4.26,0.17,31.96,0.17,0.31,52.78,16.49,0.33,0,0.06,0.32,0.58,34.19,2.51,13.05,0.37,15.96,64.91,21.6
