Domain Code,Domain,Area Code (FAO),Code,Area,Element Code,Element,Item Code,Year,Unit,Wheat and products,Rice and products,Barley and poducts,Apples and products,"Aquatic Animals, Others",Aquatic Plants,Bananas,Beer,"Beverages, Alcoholic","Beverages, Fermented",Bovine Meat,"Butter, Ghee",Cephalopods,"Cereals, Other","Citrus, Other",Cloves,Cocoa Beans and products,Coconuts - Incl Copra,Coffee and products,Cream,Crustaceans,Dates,Demersal Fish,Eggs,"Fats, Animals, Raw","Fish, Body Oil","Fish, Liver Oil",Freshwater Fish,"Fruits, Other",Grapefruit and products,Grapes and products (excl wine),Groundnut Oil,Groundnuts,Honey,"Lemons, Limes and products",Maize Germ Oil,"Marine Fish, Other","Meat, Other",Milk - Excluding Butter,"Molluscs, Other",Mutton & Goat Meat,Nuts and products,Oats,"Offals, Edible","Oilcrops Oil, Other",Olive Oil,Olives (including preserved),Onions,"Oranges, Mandarines",Pelagic Fish,Pepper,Pigmeat,Pimento,Plantains,Potatoes and products,Poultry Meat,"Pulses, Other and products",Rape and Mustardseed,Soyabean Oil,Soyabeans,"Spices, Other",Sugar (Raw Equivalent),Sunflowerseed Oil,"Sweeteners, Other",Tea (including mate),Tomatoes and products,"Vegetables, Other",Wine
FBS,Food Balances (2014-),68,FRA,France,645,Food supply quantity (kg/capita/yr),2511,2016,kg,121.86,7.47,0.36,9.04,0.03,0,4.18,26.67,2.23,7.68,21.11,7.06,0.6,0.15,0.09,0,0,0.16,5.63,4.53,3.68,0.24,12.04,11.19,1.36,0.28,0,3.81,33.16,1.14,12.3,0.15,1.12,0.54,2.28,0.56,0.14,1.62,176.06,5.43,3.01,3.72,0.68,6.07,1.59,1.73,1.18,6.41,26.72,6.92,0.08,30.77,0.05,0.25,49.52,23.26,0.73,0,3.9,0.16,0.17,36.11,5.51,2.06,0.26,22.43,71.83,39.59
FBS,Food Balances (2014-),68,FRA,France,645,Food supply quantity (kg/capita/yr),2511,2017,kg,119.5,7.57,0.37,9.08,0.02,0,5.77,26.82,2.25,7.75,20.56,7.18,0.89,0.17,0.08,0,0,0.16,5.11,4.78,3.68,0.28,12.46,12.09,1.49,0.29,0.02,3.85,32.87,1.1,12.87,0.13,1.14,0.54,2.35,0.62,0.12,1.37,182.83,5.22,2.76,3.81,0.79,5.71,0.26,1.73,1.24,6.42,26.71,7.17,0.08,31.09,0.05,0.3,49.33,22.2,0.91,0,3.9,0.16,0.17,36.26,5.65,1.98,0.25,22.22,73.18,39.48
FBS,Food Balances (2014-),68,FRA,France,645,Food supply quantity (kg/capita/yr),2511,2018,kg,116.22,7.26,0.36,10.21,0.02,0,6.56,26.93,2.26,7.8,20.69,7.09,0.89,0.19,0.07,0,0,0.16,5.23,5.23,3.67,0.34,12.43,11.72,1.19,0.29,0.02,3.84,28.57,1.05,6.67,0.14,1.15,0.54,2.18,0.64,0.12,1.11,185,5.21,2.74,4.01,0.77,5.73,0.22,1.73,1.17,6.39,24.11,7.15,0.08,31.45,0.05,0.37,49.18,22.99,0.86,0,3.91,0.16,0.18,40.31,5.99,1.77,0.26,21.46,71.2,39.38
FBS,Food Balances (2014-),79,DEU,Germany,645,Food supply quantity (kg/capita/yr),2511,2014,kg,85.63,4.8,0.21,18.55,0.01,0,11.89,98.52,9.1,0.04,13.53,5.21,0.24,0.13,0.36,0.01,0,0.19,6.62,6.82,0.9,0.12,4.17,12.27,0.1,0,0,4.75,17.41,0.81,7.99,0.05,1.34,1.03,1.53,0.15,0.39,2.6,156.14,0.49,0.81,3.33,1.52,1.07,0.62,0.75,0.81,7.31,8.85,2.19,0.2,49.87,0.18,0,63.38,17.7,0.27,0,4.29,0.95,0.41,36.35,3.09,11.6,0.57,13.53,69.15,24.67
FBS,Food Balances (2014-),79,DEU,Germany,645,Food supply quantity (kg/capita/yr),2511,2015,kg,86.65,4.89,0.26,18.44,0.01,0,11.82,98.65,7.58,0.07,14.17,5.58,0.24,0.11,0.36,0.01,0,0.18,6.87,7.14,0.83,0.15,4.12,12.6,0.09,0,0,4.55,17.23,0.79,13.48,0.02,1.39,1.03,1.67,0.15,0.4,2.28,157.78,0.45,0.81,3.47,1.3,1.15,0.59,0.75,0.82,6.48,9.28,2.38,0.2,51.75,0.18,0.01,66.31,17.73,0.3,0,3.54,0.89,0.41,36.66,3.32,11.6,0.36,13.89,67.99,24.89
FBS,Food Balances (2014-),79,DEU,Germany,645,Food supply quantity (kg/capita/yr),2511,2016,kg,88.73,4.9,0.31,18.47,0.02,0,11.94,98.79,7.97,0,14.6,5.53,0.25,0.12,0.36,0.01,0,0.18,6.95,6.96,0.81,0.15,4.12,13.04,0.08,0,0,4.74,17.15,0.77,13.44,0.01,1.43,1.03,1.83,0.13,0.39,2.43,164.82,0.67,0.81,3.47,1.06,1.11,0.59,0.75,0.83,7.43,9.53,2.78,0.18,46.04,0.19,0.02,65.15,17.94,0.29,0,4.82,0.43,0.41,36.58,3.31,9.9,0.37,13.9,70.48,20.46
FBS,Food Balances (2014-),79,DEU,Germany,645,Food supply quantity (kg/capita/yr),2511,2017,kg,87.72,4.71,0.25,16.02,0.02,0,12.35,98.94,7.62,0.03,14.91,5.47,0.26,0.12,0.36,0.01,0,0.18,6.21,6.61,0.88,0.18,3.95,12.77,0.08,0,0,4.42,17.39,0.68,10.09,0.01,1.35,1.03,2.01,0.15,0.36,2.06,172.7,0.38,0.82,3.59,1.22,1.08,0.56,0.75,0.83,7.39,9,2.49,0.2,44.66,0.19,0.02,65.98,18.05,0.31,0,4.98,0.52,0.41,36.53,3.67,8.96,0.37,14.05,73.22,20.8
FBS,Food Balances (2014-),79,DEU,Germany,645,Food supply quantity (kg/capita/yr),2511,2018,kg,86.28,4.7,0.29,19.01,0.02,0,11.57,95.31,8.76,0.13,14.79,6.12,0.26,0.28,0.37,0.01,0,0.19,6.04,6.71,0.88,0.19,3.93,13.21,0.06,0,0,4.39,17.87,0.63,14.08,0.02,1.39,1.03,2.05,0.15,0.36,1.79,171.04,0.38,0.82,3.64,1.2,1.69,0.79,0.75,0.82,6.17,9.67,2.47,0.19,43.2,0.19,0.06,58.73,18.15,0.32,0,5.09,0.97,0.42,36.61,4.02,6.52,0.37,13.99,69.63,20.24
FBS,Food Balances (2014-),84,GRC,Greece,645,Food supply quantity (kg/capita/yr),2511,2014,kg,128.85,4.88,0.3,5.14,0,0,9.27,36.12,2.37,0.11,14.99,0.89,2.69,1.08,0.03,0.01,0,0.09,4.24,2.1,1.13,0.06,5.62,10.85,0.14,0,0,2.36,26.62,0.7,35.38,0.34,0.51,1.57,6.33,2.9,0.96,2.44,240.31,0.65,11.82,11.03,0.22,4.06,3.82,14.77,16.84,14.84,25.15,4.35,0.09,28.16,0.11,0.03,75.97,15.3,2.26,0,1.03,0.05,0.24,27.39,4.65,0.38,0.39,62.44,84.23,18.27
FBS,Food Balances (2014-),84,GRC,Greece,645,Food supply quantity (kg/capita/yr),2511,2015,kg,128.6,7.22,0.22,5.09,0.01,0,9.95,36.12,2.45,0.11,14.11,1.03,2.45,1.08,0.03,0.01,0,0.07,4.24,1.24,1.09,0.05,5.85,10.37,0.37,0,0,2.02,33.15,0.72,28.19,0.34,0.61,1.57,6.5,2.9,0.9,2.25,233.84,1.47,7.97,10.91,0.27,3.57,3.82,14.27,16.84,14.45,29.46,4.16,0.09,28.19,0.11,0.06,65.46,15.13,2.26,0,1.03,0.05,0.24,27.29,4.65,0.31,0.39,64.21,90.36,18.28
FBS,Food Balances (2014-),84,GRC,Greece,645,Food supply quantity (kg/capita/yr),2511,2016,kg,128.68,5.79,0.3,5.1,0.01,0,11,36.14,2.45,0.11,14.51,1.03,3.1,1.08,0.02,0.01,0,0.07,4.19,2.16,1.25,0.07,6.48,8.86,0.28,0,0,2.2,32.82,0.7,22.43,0.34,0.62,1.57,4.62,2.37,0.97,2.14,227.81,1.95,7.87,11.39,0.33,3.56,3.82,14.78,16.85,12.34,17.82,4.58,0.09,28.23,0.11,0,54.87,15.1,2.26,0,1.03,0.05,0.24,27.29,4.65,0.31,0.39,62.32,88.58,18.3
FBS,Food Balances (2014-),84,GRC,Greece,645,Food supply quantity (kg/capita/yr),2511,2017,kg,130.16,4.09,0.2,5.13,0.01,0,12.02,36.37,2.48,0.11,15.45,1.04,3.64,1.08,0.04,0.01,0,0.07,3.8,2.71,1.64,0.08,6.74,9.28,0.47,0,0,1.97,39.25,0.77,19.2,0.34,0.59,1.6,7.28,2.31,0.49,2.19,227.77,0.6,7.08,12.31,0.43,3.28,3.83,14.8,16.91,11.72,27.82,4.35,0.09,28.61,0.11,0.06,57.78,15.31,2.29,0,1.04,0.05,0.25,27.23,4.66,4.79,1.06,54.75,88.45,17.89
FBS,Food Balances (2014-),84,GRC,Greece,645,Food supply quantity (kg/capita/yr),2511,2018,kg,126.74,4.79,0.16,5.16,0.01,0,13.97,33.64,2.52,0.4,15.68,0.88,3.66,1.75,0,0.01,0,0.09,3.94,1.65,1.65,0.09,6.77,9.61,0.83,0,0,1.98,41.38,0.7,23.99,0.34,0.59,1.63,6.73,1.9,0.5,1.79,238.4,0.6,6.64,13.56,0.47,2.99,3.83,14.67,16.97,11.32,23.95,4.37,0.09,29.09,0.11,0.33,55.44,20.01,2.26,0,1.04,0.05,0.31,27.21,4.67,3.92,1.49,55.42,88.15,18.02
FBS,Food Balances (2014-),97,HUN,Hungary,645,Food supply quantity (kg/capita/yr),2511,2014,kg,108.38,3.31,0.14,30.4,0.02,0,3.49,66.47,6.55,0.28,4.21,0.92,0.02,0.89,0.25,0,0,0.15,1.28,6.92,0.1,0.05,1.04,12.72,3.59,0,0,3.09,23.49,0.29,4.61,0,0.26,0.4,1.02,0.27,0.2,0.45,154.2,0.08,0.14,0.22,0.57,0.4,0.33,0.23,0.16,6.53,4.45,1.03,0.1,40.25,1.79,0.46,46.34,25.4,0.41,0,0.6,0.02,0.64,19.29,4.59,20.8,0.09,16.89,67.32,23.86
FBS,Food Balances (2014-),97,HUN,Hungary,645,Food supply quantity (kg/capita/yr),2511,2015,kg,107.22,5.08,0.13,27.47,0.01,0,3.9,66.68,6.66,0.38,3.8,1.03,0.03,0.85,0.27,0,0,0.15,1.01,7.2,0.09,0.07,1.25,13.5,3.61,0,0,2.94,19.96,0.28,3.64,0,0.27,0.99,1.22,0.4,0.24,0.29,163.52,0.11,0.14,0.25,0.69,0.06,0.12,0.23,0.16,6.97,3.99,1.22,0.1,45.26,1.8,0.76,47.46,24.88,0.51,0,0.88,0.02,0.65,19.23,6.49,21.32,0.1,20.13,66.71,25.96
FBS,Food Balances (2014-),97,HUN,Hungary,645,Food supply quantity (kg/capita/yr),2511,2016,kg,107.51,5.5,0.21,25.48,0.01,0,3.34,66.59,6.74,1.16,4.04,1.12,0.03,0.81,0.29,0,0,0.15,1.08,7.33,0.12,0.08,1.19,13.79,3.71,0,0,2.68,18.93,0.33,4.16,0,0.31,0.4,1.3,0.25,0.21,0.4,166.75,0.13,0.13,0.26,0.75,0.08,0.55,0.24,0.16,7.31,3.56,1.37,0.1,48.15,1.82,1.61,47.58,24.99,0.39,0,0.92,0.02,0.65,19.17,6.51,21.33,0.1,16.9,66.88,26.32
FBS,Food Balances (2014-),97,HUN,Hungary,645,Food supply quantity (kg/capita/yr),2511,2017,kg,107.1,6.53,0.12,25.61,0.01,0,3.47,67.72,6.68,2.26,4.19,1.09,0.05,0.85,0.25,0,0,0.15,1.39,8.09,0.16,0.13,1.28,13.91,3.91,0,0,3.1,16.75,0.28,6.07,0,0.3,0.4,1.13,0.22,0.18,0.3,168.58,0.13,0.14,0.25,0.77,0.07,0.33,0.24,0.16,6.68,3.75,1.41,0.1,49.82,1.84,1.61,44.57,25.29,0.31,0,0.67,0.02,0.67,19.1,6.78,21.11,0.19,13.23,67.56,27.37
FBS,Food Balances (2014-),97,HUN,Hungary,645,Food supply quantity (kg/capita/yr),2511,2018,kg,109.53,6.59,0.14,26.87,0.01,0,3.64,68.98,6.8,2.64,4.48,1.07,0.05,0.82,0.24,0,0,0.15,1.63,8.07,0.16,0.09,1.28,13.79,1.7,0,0,3.11,18.09,0.38,7.4,0,0.36,0.4,1.5,0.07,0.18,0.32,168.59,0.13,0.15,0.27,0.7,0.08,0.59,0.24,0.16,6.4,3.48,1.41,0.11,53.53,1.87,1.4,39.49,25.46,0.32,0,0.57,0.02,1,19.04,6.61,21.42,0.16,18.99,68.33,25.86
FBS,Food Balances (2014-),104,IRL,Ireland,645,Food supply quantity (kg/capita/yr),2511,2014,kg,98.73,3.18,0.09,7.77,0,0,9.86,138.32,8.8,1,19.09,3.02,0.09,0.43,2.36,0,0,0.16,1.96,5.73,1.49,0.07,8.98,9.18,4.65,0,0.03,1.93,15.79,0.72,3.71,0.01,1.12,0.62,1.74,0.16,0.04,0.74,214.66,1.48,3.31,1.48,4.18,1.55,2.77,1.23,0.84,8.69,17.18,7.82,0.16,30.57,0.02,0.46,78.2,24.81,0.01,0,2.91,0.74,0.4,35.31,2.95,54.96,1.63,10.31,68.49,17.23
FBS,Food Balances (2014-),104,IRL,Ireland,645,Food supply quantity (kg/capita/yr),2511,2015,kg,112.39,3.53,0.4,7.76,0.01,0,11.14,117.34,3.62,0,20.27,3.02,0.09,0.44,2.73,0,0,0.17,1.74,5.05,1.04,0.07,7.81,8.76,4.69,0,0.06,3.12,17.01,0.89,3.76,0.01,1.17,0.61,1.89,0.16,0.05,1.34,248.1,0.46,3.38,1.52,3.77,1.85,2.82,1.26,0.72,9.09,17.76,8.6,0.17,29.87,0.05,0.91,72.22,26.83,0.05,0,2.97,0.79,0.42,32.65,2.6,48.33,1.67,10.42,71.38,20.75
FBS,Food Balances (2014-),104,IRL,Ireland,645,Food supply quantity (kg/capita/yr),2511,2016,kg,106.61,3.7,0.1,7.23,0.02,0,11.26,119.88,3.1,0,20.1,3.6,0.14,4.35,2.81,0,0,0.18,1.81,4.88,0.6,0.1,8.21,8.81,4.32,0,0.03,3.12,16.7,0.73,3.71,0.01,1.39,0.61,2.02,0.16,0.05,1.93,204.52,0.39,3.39,1.42,4.22,1.67,2.66,1.27,0.86,9.75,18.54,8.71,0.18,27.08,0.05,1.08,69.96,27.41,0.02,0,2.98,0.55,0.42,38.47,2.16,45.25,1.67,10.59,73.1,21.78
FBS,Food Balances (2014-),104,IRL,Ireland,645,Food supply quantity (kg/capita/yr),2511,2017,kg,103.88,4.08,0.14,5.63,0.01,0,12.15,126.3,4.27,0.57,20.28,4.02,0.13,1.31,2.88,0,0,0.16,1.92,5.46,0.55,0.11,7.35,9.39,4.09,0,0.04,3.69,19.18,0.69,4.18,0.01,1.24,0.6,2.18,0.17,0,0.36,318.54,0.71,3.41,1.64,3.81,1.7,2.65,1.25,0.94,9.42,18.14,11,0.18,28.85,0.05,0,69.36,23.95,0.14,0,3,0.63,0.47,34.46,3.02,43.6,1.71,10.92,68.24,23.16
FBS,Food Balances (2014-),104,IRL,Ireland,645,Food supply quantity (kg/capita/yr),2511,2018,kg,105.63,4.21,1.59,8.27,0.01,0,12.07,119.99,5.14,0.44,20.39,4.28,0.12,0.46,2.98,0,0,0.19,1.97,4.54,0.54,0.08,7.25,8.02,4.24,0,0.04,3.64,19.77,0.72,4.05,0,1.34,0.6,2.2,1.05,0,0.25,358.16,0.7,3.42,1.46,2.49,1.76,2.82,0.95,0.97,8.45,20.53,10.85,0.18,29.42,0.05,0,68.68,24.48,0.13,0,3.01,0.72,0.67,34.26,3.05,48.39,1.72,10.84,67.43,23.74
FBS,Food Balances (2014-),106,ITA,Italy,645,Food supply quantity (kg/capita/yr),2511,2014,kg,147.4,6.43,0.39,14.5,0.01,0,10.6,28.49,0.83,0.01,19.28,2.15,3.05,1.45,0.02,0,0,0.08,5.41,3.35,2.07,0.1,7.17,11.93,0.23,0,0.01,3.37,39.24,0.59,13.3,0.63,0.45,0.28,6.15,1.14,1.16,2.97,191.85,6.55,0.97,6.47,0.16,1.97,2.16,10.11,3.45,6.86,32.61,4.81,0.04,36.7,0.02,0.08,35.56,18.47,2.19,0,4.36,0.04,0.04,31.02,4.23,1.42,0.12,33.34,87.81,30.92
FBS,Food Balances (2014-),106,ITA,Italy,645,Food supply quantity (kg/capita/yr),2511,2015,kg,148.11,8.9,0.47,11.65,0.01,0,10.7,28.47,0.83,0.01,17.02,2.07,3.25,1.86,0.01,0,0,0.1,5.42,3.29,2.09,0.14,7.32,11.38,0.24,0,0.01,3.7,38.59,0.61,13.27,0.63,0.49,0.28,6.79,1.14,1.14,2.06,188.42,7.24,0.89,6.78,0.19,2.25,2.14,10.12,1.83,6.19,41.33,4.67,0.04,36.78,0.02,0,35.74,18.52,2.17,0,4.24,0.04,0.05,30.75,4.24,1.45,0.11,43.64,84.07,30.89
FBS,Food Balances (2014-),106,ITA,Italy,645,Food supply quantity (kg/capita/yr),2511,2016,kg,147.31,9.02,0.4,14.63,0.02,0,11.01,28.45,0.84,0.02,16.89,1.97,3.29,1.82,0.03,0,0,0.1,5.44,3.09,2.23,0.12,7.59,11.65,0.24,0,0.01,3.66,40.8,0.6,12.68,0.63,0.57,0.28,7.68,1.14,1.26,2.03,179.69,6.65,0.94,7.58,0.21,2.22,1.91,10.14,3.45,7.46,31.21,5.05,0.04,36.03,0.02,0.18,35.03,18.63,2.19,0,4.93,0.04,0.05,31,4.25,1.17,0.1,40.75,83.88,30.87
FBS,Food Balances (2014-),106,ITA,Italy,645,Food supply quantity (kg/capita/yr),2511,2017,kg,146.22,9.47,0.32,11.02,0.02,0,11.39,28.41,0.84,0.02,15.83,1.95,4.08,2.06,0.01,0,0,0.1,5.45,2.95,2.25,0.15,7.76,11.64,0.25,0,0,3.44,40.98,0.63,12.61,0.63,0.57,0.28,7.84,1.14,1.44,1.72,177.58,5.36,0.87,7.79,0.22,2.16,1.5,9.84,3.02,6.4,34.34,5.41,0.04,40.24,0.04,0.2,34.81,18.86,2.18,0,5.03,0.04,0.04,31.19,4.26,0.92,0.1,37.04,85.24,30.83
FBS,Food Balances (2014-),106,ITA,Italy,645,Food supply quantity (kg/capita/yr),2511,2018,kg,145.56,8.39,0.31,14.77,0.02,0,11.47,28.38,0.85,0.02,16.6,1.83,4.08,1.95,0.06,0,0,0.1,5.54,3.09,2.25,0.14,7.77,11.74,0.18,0,0,3.44,39.01,0.61,13.64,0.64,0.49,0.29,7.06,1.11,1.44,1.7,191.76,5.36,0.87,8.05,0.22,2.55,2.16,9.06,3.45,5.75,32.03,5.42,0.04,43.63,0.04,0.33,35.22,18.89,2.18,0,5.07,0.04,0.14,31.27,4.27,1.28,0.1,34.33,84.95,30.8
FBS,Food Balances (2014-),119,LVA,Latvia,645,Food supply quantity (kg/capita/yr),2511,2014,kg,67.29,2.45,20.91,3.9,0.03,0,6.31,81.3,1.99,1.47,4.64,2.52,0.11,8.82,0.69,0,0,0.05,3.26,18.41,0.89,0.11,4.38,13.02,0.92,0,0,2.25,18.51,1.26,2.25,0,0.64,0.71,1.72,0.02,6.4,0.27,148.78,0.37,0.36,1.49,4.06,4.38,3.95,0.53,1,11.16,8.57,8.47,0.04,35.03,0.01,0.27,116.46,20.63,0.03,0,1.87,0.11,0.31,28.58,2.22,27.88,0.48,10.4,104.82,3.1
FBS,Food Balances (2014-),119,LVA,Latvia,645,Food supply quantity (kg/capita/yr),2511,2015,kg,67.61,2.23,21.94,3.9,0.02,0,7.38,82.55,7.43,1.48,5.08,2.89,0.11,5.8,0.46,0,0,0.06,2.21,19.8,2.8,0.11,5.32,12.8,0.98,0,0,3.37,12.23,1.36,2.5,0,0.62,0.72,1.89,0.02,6.79,0.41,166.44,0.39,0.36,1.35,3.48,4.39,3.72,0.52,0.96,10.69,8.21,3.53,0.07,37.75,0,0.35,115.43,20.3,0.03,0,1.59,0.11,0.29,23.85,3.86,27.69,0.37,10.18,111.72,2.9
FBS,Food Balances (2014-),119,LVA,Latvia,645,Food supply quantity (kg/capita/yr),2511,2016,kg,69.66,2.38,22.72,3.02,0.01,0,9.06,81.19,7.48,1.49,5.23,2.87,0.08,6,0.43,0,0,0.06,3.07,17.15,3.48,0.13,5.24,11.21,1.21,0,0,1.78,14.2,1.28,2.26,0,0.64,0.73,1.97,0.02,8.94,0.47,165.67,0.44,0.37,1.4,1.85,4.43,3.3,0.78,1,10.71,7.86,5.52,0.01,39.27,0.01,0.6,115.35,20.33,0.22,0,0.33,0.11,0.27,19.28,4.24,28.7,0.39,10.62,111.63,3.7
FBS,Food Balances (2014-),119,LVA,Latvia,645,Food supply quantity (kg/capita/yr),2511,2017,kg,64.7,2.76,23.35,3.9,0.01,0,9.7,85.51,7.56,2.41,5.56,2.77,0.22,4.57,0.43,0,0,0.05,3.25,18.26,0.75,0.14,3.45,11.8,1.09,0,0,1.79,18.16,1.41,2.4,0,0.72,0.75,2.09,0.02,9.72,0.52,179.26,0.47,0.37,1.49,2.9,3.31,3.32,0.67,1,11.89,9.17,7.78,0,41.4,0.02,0.04,125.25,20.87,0.04,0,0.44,0.12,0.21,20.22,4.79,28.22,0.36,11.27,94.78,7.06
FBS,Food Balances (2014-),119,LVA,Latvia,645,Food supply quantity (kg/capita/yr),2511,2018,kg,62.37,2.86,19.29,3.76,0.01,0,10.45,87.19,7.64,4.42,5.73,2.92,0.23,5.53,0.44,0,0,0.05,2.92,21.06,0.76,0.13,3.49,12.94,1.06,0,0,1.81,15.55,1.41,1.94,0,0.63,0.76,2.05,0.02,9.84,0.5,166.44,0.47,0.38,1.53,1.92,3.96,3.29,0.61,1.01,13.38,8.96,7.87,0.05,43.63,0.02,0.03,112.73,21.03,0.07,0,0.43,0.12,0.37,25.24,5.43,28.09,0.28,11.61,89.47,3.7
FBS,Food Balances (2014-),126,LTU,Lithuania,645,Food supply quantity (kg/capita/yr),2511,2014,kg,112.12,3.75,12.07,4.5,0.04,0,7.93,111.54,14.42,0,3.98,3.05,0.34,0.92,0.05,0,0,0.07,3.93,5.94,0.86,0.14,2.07,14,1.39,0,0,2.59,12.21,2.33,0.95,0,0.94,0.7,1.78,0.01,0.01,0.74,101.01,0.21,0.23,0.83,3.6,2.74,3.3,0.3,0.54,9.13,9.46,26.73,0.1,46.89,0.05,1.25,81.3,26.13,1.78,0,0.48,0.07,0.88,33.24,4.02,58.16,0.36,17.79,72.49,13.36
FBS,Food Balances (2014-),126,LTU,Lithuania,645,Food supply quantity (kg/capita/yr),2511,2015,kg,116.58,2.93,12.36,2.54,0.04,0,8.86,114.51,11.57,1.76,3.91,3.3,0.35,0.93,0.07,0,0,0.07,3.95,6.17,1.43,0.13,1.18,13.07,0.9,0,0,1.8,9.06,1.69,1.32,0,0.96,0.71,1.64,0.01,0.01,0.71,102.93,0.19,0.2,0.99,3.39,3.29,3.33,0.31,0.54,7.79,9.61,22.59,0.11,48.38,0.05,1.66,68.08,26.63,4.86,0,2.04,0.07,0.98,31.15,4.04,59.1,0.36,14.61,57.53,13.36
FBS,Food Balances (2014-),126,LTU,Lithuania,645,Food supply quantity (kg/capita/yr),2511,2016,kg,117.19,3.05,13.06,4.66,0.04,0,10.97,101.33,8.29,1.18,4.44,3.14,0.31,1.01,0.02,0,0,0.07,4.19,5.59,1.1,0.22,1.05,15.69,1.13,0,0,1.52,20.09,1.68,1.18,0,1,0.72,1.99,0.01,0,0.36,104.2,0.21,0.19,1.14,2.22,2.41,3.38,0.31,0.55,8.26,10.62,24.9,0.11,46.36,0.05,1.21,62.64,27.27,4.79,0,2.05,0.07,1,31.62,4.06,59.99,0.35,18.2,76.77,13.88
FBS,Food Balances (2014-),126,LTU,Lithuania,645,Food supply quantity (kg/capita/yr),2511,2017,kg,119.25,3.12,14.38,0.87,0.04,0,12.75,96.13,9.12,1.93,4.89,4.15,0.29,0.8,0.02,0,0,0.08,4.28,3.83,1.64,0.24,0.94,14.9,1.63,0,0,1.6,15.31,1.92,2.25,0,0.98,0.74,2.3,0.01,0,0.48,112.25,0.34,0.19,1.18,0.61,2.69,3.41,0.31,0.55,8.18,9.5,26.76,0.11,47.5,0.05,0.58,63.92,28.2,6.32,0,2.07,0.07,1,31.17,4.1,60.67,0.36,16.15,71.09,13.9
FBS,Food Balances (2014-),126,LTU,Lithuania,645,Food supply quantity (kg/capita/yr),2511,2018,kg,119.98,3.09,14.37,5.58,0.04,0,12.26,95.63,8.54,2.03,5.36,4.47,0.29,1.08,0.13,0,0,0.08,4.66,3.31,1.67,0.23,0.96,18.15,1.33,0,0,1.62,16.13,1.77,1.95,0,0.91,0.75,2.18,0.01,0,0.53,113.36,0.35,0.38,1.46,0.06,3.34,3.43,0.31,0.56,6.84,10.96,27.18,0.12,48.39,0.06,0.27,60.62,29.04,2.37,0,2.09,0.07,0.97,32,4.13,52.97,0.35,18.02,79.19,12.79
FBS,Food Balances (2014-),256,LUX,Luxembourg,645,Food supply quantity (kg/capita/yr),2511,2014,kg,104.05,4.37,2.87,15.13,0.12,0,7.61,75.74,12.54,0.41,25.94,1.74,1.06,4.53,0.43,0,0,0.16,25.46,1.34,5.14,0.07,8.46,14.61,2.31,0,0,8.13,25.91,0.79,1.44,0.8,2.02,0.49,1.95,0.52,2.74,1.85,94.61,4.78,1.86,0.59,1.15,2.46,3.37,2.46,1.42,5.25,23.88,4.71,0.11,34.53,0.04,0.15,38.14,18.34,0.42,1,0.56,0.09,1.07,14.67,1.97,148.35,0.57,18.02,71.23,52.49
FBS,Food Balances (2014-),256,LUX,Luxembourg,645,Food supply quantity (kg/capita/yr),2511,2015,kg,105.44,4.33,2.02,15.09,0.11,0,7.29,66.99,12.61,0.41,24.79,2.09,0.98,2.35,0.35,0,0,0.1,25.18,4.8,4.83,0.07,8.92,14.37,2.27,0,0,8.44,26.07,0.77,1.95,0.42,1.69,0.49,2.19,0.52,2.58,1.77,107.45,5.26,1.87,0.67,1.55,3.14,3.37,2.47,1.53,5.27,24.2,4.14,0.1,34.2,0.04,0.79,37.26,19.14,0.53,1,0.45,0.08,1.02,14.23,1.97,148.53,0.57,17.24,68.92,52.78
FBS,Food Balances (2014-),256,LUX,Luxembourg,645,Food supply quantity (kg/capita/yr),2511,2016,kg,106.8,4.57,1.34,13.97,0.12,0,8.34,72.36,12.7,0.41,25.87,2.35,0.86,1.1,0.43,0,0,0.15,24.87,5.83,4.95,0.1,9.52,15.5,2.26,0,0,8.61,34.08,0.77,3.32,0.37,1.01,0.49,2.36,0.52,1.42,1.71,103.3,4.79,1.57,0.59,1.57,2.56,3.38,2.47,1.22,5.44,23.57,4.37,0.09,34.55,0.04,1.11,42.75,18.99,0.53,1,0.57,0.1,1.02,11.93,1.97,149.3,0.58,17.44,75.77,53.19
FBS,Food Balances (2014-),256,LUX,Luxembourg,645,Food supply quantity (kg/capita/yr),2511,2017,kg,105.09,4.62,2.53,12.62,0.1,0,8.65,80.57,12.63,0.85,24.63,2.11,1.04,1.46,0.38,0,0,0.11,24.79,10.47,4.92,0.12,8.63,15.43,2.24,0,0,8.18,34.23,0.65,3.33,0.41,0.65,0.49,2.48,0.52,1.13,1.77,109.51,3.64,1.34,0.61,1.69,1.94,3.38,2.47,1.98,4.85,21.88,4.59,0.09,33.97,0.04,1.06,41.72,18.37,0.53,0,0.38,0.1,1.03,11.22,1.97,148.76,0.57,16.34,74.45,54.27
